10	0.0000281334
100	0.000282049
200	0.000596046
300	0.000961065
400	0.00129414
500	0.00162983
600	0.00196195
700	0.00243902
800	0.00285292
900	0.00336003
1000	0.00366497
2000	0.00788093
3000	0.0137901
4000	0.015806
5000	0.0209129
6000	0.0262821
7000	0.0287609
8000	0.0337598
9000	0.0420768
10000	0.0446351
