10	0.0000290871
100	0.00101399
200	0.00378489
300	0.0086062
400	0.0144148
500	0.0216951
600	0.030827
700	0.041898
800	0.054198
900	0.0701399
1000	0.0838461
2000	0.344218
3000	0.770189
4000	1.4336
5000	2.14788
6000	3.0978
7000	4.21695
8000	5.72439
9000	7.01017
10000	8.85166
