10	0.0000319481
100	0.00134301
200	0.00458193
300	0.010479
400	0.0180161
500	0.0284009
600	0.0395989
700	0.0540309
800	0.0691831
900	0.088644
1000	0.107142
2000	0.43418
3000	0.946405
4000	1.68116
5000	2.66803
6000	3.95989
7000	5.06046
8000	6.87604
9000	8.59822
10000	10.4314
