10	0.0000238419
100	0.000262022
200	0.000585079
300	0.000841141
400	0.00120401
500	0.00161004
600	0.00203514
700	0.00223088
800	0.00259495
900	0.00293398
1000	0.00328612
2000	0.00738597
3000	0.0111001
4000	0.015034
5000	0.0194969
6000	0.023252
7000	0.0274282
8000	0.0329268
9000	0.0376999
10000	0.0398562
