10	0.0000219345
100	0.000248194
200	0.000496864
300	0.000736952
400	0.00107694
500	0.00121689
600	0.00160217
700	0.0021708
800	0.00247002
900	0.00255489
1000	0.00263309
2000	0.00581908
3000	0.00975084
4000	0.012074
5000	0.016299
6000	0.020705
7000	0.0233641
8000	0.0264342
9000	0.029685
10000	0.035387
