10	0.000056982
100	0.000610669
200	0.001232703
300	0.001933417
400	0.00263802
500	0.00337402
600	0.004048667
700	0.004736027
800	0.00551136
900	0.00636665
1000	0.006921767
2000	0.014558
3000	0.022789867
4000	0.030641
5000	0.038551667
6000	0.046313067
7000	0.053966033
8000	0.062006633
9000	0.0706559
10000	0.078249367
