10	0.0000238419
100	0.000259876
200	0.000558138
300	0.000823021
400	0.00120091
500	0.00134492
600	0.00200105
700	0.00217199
800	0.00253892
900	0.00272608
1000	0.00290585
2000	0.00629306
3000	0.0108922
4000	0.013643
5000	0.0177531
6000	0.0227902
7000	0.0253589
8000	0.0282929
9000	0.0326319
10000	0.03701
