Exponent	Iterative	Recursive
2681	0.000637054	0.00145102
2682	0.000641108	0.00145483
2683	0.000636816	0.00157499
2684	0.000648022	0.00144792
2685	0.000645876	0.00144601
2686	0.000645161	0.00165486
2687	0.000638962	0.00157309
2688	0.000642061	0.00146103
2689	0.0006392	0.00145698
2690	0.000648975	0.00145006
2691	0.000651121	0.00156999
2692	0.000644922	0.00145197
2693	0.00065279	0.00145411
2694	0.000839949	0.00147891
2695	0.000638008	0.00158882
2696	0.000648975	0.00145602
2697	0.000649929	0.00146198
2698	0.000645161	0.00145793
2699	0.000653028	0.00158119
2700	0.000650883	0.00146699
2701	0.000643015	0.00165606
2702	0.000674009	0.0014751
2703	0.000659943	0.00157714
2704	0.000662088	0.00147104
2705	0.000653028	0.001472
2706	0.000657082	0.001472
2707	0.000649929	0.00159502
2708	0.000661135	0.00217485
2709	0.000667095	0.00146699
2710	0.000669003	0.00146198
2711	0.000669003	0.00145793
2712	0.000664949	0.001472
2713	0.000663042	0.00146508
2714	0.000661135	0.00146389
2715	0.000657797	0.00166583
2716	0.000665903	0.00146604
2717	0.000668049	0.00146699
2718	0.000674963	0.00147295
2719	0.000662088	0.00146699
2720	0.000658035	0.00149012
2721	0.000667095	0.00146294
2722	0.000666142	0.00145984
2723	0.000858068	0.00146604
2724	0.000674009	0.00147605
2725	0.000674963	0.001472
2726	0.000663996	0.00147414
2727	0.000671148	0.00146389
2728	0.000672102	0.00147104
2729	0.000669956	0.0014751
2730	0.000675201	0.00166678
2731	0.000669003	0.00147295
2732	0.000674009	0.00149298
2733	0.000674963	0.00149798
2734	0.000688076	0.00158286
2735	0.000766039	0.00156999
2736	0.000673056	0.001477
2737	0.000674963	0.00166821
2738	0.000674963	0.00148511
2739	0.000669003	0.00147796
2740	0.000677109	0.00148296
2741	0.000687122	0.00147295
2742	0.000675917	0.0014751
2743	0.00068593	0.00147915
2744	0.000679016	0.00150108
2745	0.000864983	0.00149202
2746	0.000683069	0.00149298
2747	0.000680923	0.00150108
2748	0.000683069	0.00149083
2749	0.000684023	0.00149298
2750	0.000674963	0.00149488
2751	0.000682116	0.00148606
2752	0.00068903	0.00225997
2753	0.00068903	0.00149608
2754	0.000715971	0.00148892
2755	0.000702858	0.00149393
2756	0.000683069	0.00156808
2757	0.000694036	0.00148916
2758	0.000690937	0.00149512
2759	0.000887156	0.00149894
2760	0.000687122	0.00157189
2761	0.00069499	0.00148988
2762	0.000694036	0.00150585
2763	0.00069499	0.001508
2764	0.000701904	0.00156999
2765	0.000691891	0.00152802
2766	0.00069499	0.00169897
2767	0.000696898	0.00150204
2768	0.000696182	0.00157094
2769	0.000694036	0.0015142
2770	0.000699997	0.00149608
2771	0.000702143	0.00151205
2772	0.000679016	0.00157595
2773	0.000682831	0.00169897
2774	0.000706911	0.001508
2775	0.000699997	0.001508
2776	0.000691175	0.00157404
2777	0.00070405	0.00151205
2778	0.000699997	0.00151205
2779	0.000705004	0.001508
2780	0.000696898	0.00180793
2781	0.00078392	0.00160289
2782	0.000749826	0.00154018
2783	0.000693083	0.00170493
2784	0.00069809	0.00158787
2785	0.000700951	0.00152802
2786	0.000695944	0.00151801
2787	0.000706911	0.00170612
2788	0.000699997	0.00158691
2789	0.000693083	0.00151801
2790	0.000699997	0.00151706
2791	0.000701189	0.00152683
2792	0.000702858	0.00159216
2793	0.000695944	0.00151706
2794	0.000702143	0.00171185
2795	0.000700951	0.00152802
2796	0.000695944	0.00222397
2797	0.000705004	0.00153303
2798	0.000699997	0.00154305
2799	0.000708103	0.00151801
2800	0.000710011	0.00164604
2801	0.000890017	0.00153184
2802	0.000710011	0.00153494
2803	0.000709057	0.00151992
2804	0.000708103	0.00165296
2805	0.000711918	0.00152087
2806	0.000720024	0.00152493
2807	0.000721931	0.00153208
2808	0.000916004	0.00165296
2809	0.000714064	0.00153303
2810	0.000714064	0.00153399
2811	0.00070405	0.00153995
2812	0.000711918	0.00165319
2813	0.00071907	0.00154901
2814	0.000711918	0.00172901
2815	0.000718117	0.00152707
2816	0.000712156	0.00165582
2817	0.000713825	0.00155306
2818	0.000712872	0.00152802
2819	0.000733137	0.00153708
2820	0.000715971	0.00166798
2821	0.000716925	0.00172496
2822	0.000715971	0.00154805
2823	0.000715017	0.00154114
2824	0.000721931	0.00164914
2825	0.000703096	0.00153279
2826	0.000715971	0.00174093
2827	0.000805855	0.00165081
2828	0.000782967	0.00204206
2829	0.000795126	0.00154495
2830	0.000695944	0.00155592
2831	0.000702858	0.00153708
2832	0.000705004	0.00165296
2833	0.000707865	0.00153899
2834	0.000699043	0.00156188
2835	0.000707865	0.00172997
2836	0.000705957	0.00166011
2837	0.000699043	0.00154591
2838	0.000715017	0.00155187
2839	0.000707865	0.00154114
2840	0.000699043	0.00166607
2841	0.000717878	0.00228214
2842	0.000728846	0.00154114
2843	0.000708103	0.00154901
2844	0.000718117	0.00155592
2845	0.000715971	0.00156403
2846	0.000724077	0.00155401
2847	0.000724077	0.00155997
2848	0.000737906	0.00187302
2849	0.000809908	0.00174499
2850	0.000832796	0.00164509
2851	0.000810862	0.00156212
2852	0.000697136	0.00155997
2853	0.000709057	0.00156498
2854	0.000717878	0.00156498
2855	0.000720978	0.00177884
2856	0.000720978	0.00155807
2857	0.000735044	0.00156903
2858	0.000718832	0.00157499
2859	0.000722885	0.00156784
2860	0.000722885	0.00156689
2861	0.000717163	0.00157094
2862	0.000725985	0.00176883
2863	0.000727892	0.00158501
2864	0.000720978	0.00158095
2865	0.000732899	0.00159001
2866	0.000715017	0.00156903
2867	0.000709057	0.00157905
2868	0.000720024	0.00156593
2869	0.000905991	0.00158
2870	0.000723839	0.00158596
2871	0.000716925	0.00156307
2872	0.000718117	0.00157785
2873	0.000712872	0.00158215
2874	0.000718117	0.00156593
2875	0.00071907	0.00156808
2876	0.000908136	0.00158095
2877	0.000730038	0.00158215
2878	0.00071907	0.00157595
2879	0.000714064	0.00158
2880	0.000720978	0.00157189
2881	0.000725985	0.0015769
2882	0.000725031	0.00177288
2883	0.000722885	0.0015862
2884	0.000746012	0.00180387
2885	0.000844955	0.00226808
2886	0.000787973	0.00168109
2887	0.000735044	0.00159407
2888	0.000729084	0.0015769
2889	0.000922918	0.00165606
2890	0.00072217	0.00159502
2891	0.000724077	0.00158811
2892	0.000730038	0.00158501
2893	0.000721931	0.00165892
2894	0.000731945	0.00158811
2895	0.000729084	0.00158596
2896	0.000925064	0.00158405
2897	0.000725985	0.00167203
2898	0.000729084	0.00159001
2899	0.000726938	0.00158715
2900	0.000734091	0.00159097
2901	0.00072217	0.00166702
2902	0.000732899	0.0017941
2903	0.000723124	0.00159407
2904	0.000735998	0.00159907
2905	0.00085187	0.00181198
2906	0.000849009	0.00165009
2907	0.000766993	0.00167608
2908	0.000781059	0.00165009
2909	0.000955105	0.00174308
2910	0.000775099	0.00166011
2911	0.000770092	0.00167799
2912	0.000782967	0.00167203
2913	0.000771999	0.00173497
2914	0.000782013	0.00165582
2915	0.000766993	0.00185204
2916	0.000782967	0.0016582
2917	0.000772953	0.00174499
2918	0.000797033	0.00166893
2919	0.000771046	0.00166416
2920	0.00078702	0.00166011
2921	0.000772953	0.00192809
2922	0.000788212	0.0016768
2923	0.000775099	0.001683
2924	0.000787973	0.00167704
2925	0.000782013	0.00174594
2926	0.000789881	0.00167012
2927	0.000777006	0.00167298
2928	0.00078702	0.0018599
2929	0.0007689	0.00240493
2930	0.000776052	0.00167203
2931	0.000776052	0.0016911
2932	0.000787973	0.00166917
2933	0.000773191	0.00181699
2934	0.000775099	0.001863
2935	0.000771046	0.00168014
2936	0.000776052	0.00167108
2937	0.000771999	0.00182009
2938	0.000777006	0.00167084
2939	0.000773907	0.0016799
2940	0.00077796	0.00185609
2941	0.000777006	0.00180697
2942	0.000781059	0.00168586
2943	0.000766993	0.00167894
2944	0.000797033	0.00169516
2945	0.000776052	0.00182509
2946	0.000781059	0.00168395
2947	0.000957012	0.00168204
2948	0.000789881	0.0016911
2949	0.000778913	0.0018189
2950	0.000789881	0.00169206
2951	0.000799894	0.001683
2952	0.000807047	0.00168896
2953	0.000789881	0.00199795
2954	0.000784874	0.0016942
2955	0.00078702	0.00169396
2956	0.000784159	0.00169301
2957	0.000793219	0.00183487
2958	0.000788927	0.00170588
2959	0.00079298	0.00188088
2960	0.000799894	0.00169206
2961	0.000795126	0.00182009
2962	0.000797033	0.00169301
2963	0.000792027	0.00169992
2964	0.000814915	0.00169301
2965	0.000798941	0.00200701
2966	0.000801086	0.0017271
2967	0.000794172	0.00169802
2968	0.000815153	0.00170684
2969	0.000810146	0.00182486
2970	0.000794888	0.00171804
2971	0.000794888	0.00172091
2972	0.000989914	0.001724
2973	0.000797033	0.0018301
2974	0.000804901	0.00224113
2975	0.000778913	0.00167608
2976	0.000776052	0.00171804
2977	0.000813961	0.00169706
2978	0.000981092	0.00170803
2979	0.00080514	0.00170112
2980	0.000798941	0.00170708
2981	0.000804901	0.00170302
2982	0.00080514	0.00170302
2983	0.000802994	0.00172114
2984	0.0008111	0.00188589
2985	0.000828028	0.00170588
2986	0.000806808	0.00170898
2987	0.000801086	0.00170493
2988	0.000815153	0.00170684
2989	0.000797033	0.00170994
2990	0.000821114	0.00192595
2991	0.000807047	0.00170898
2992	0.000813007	0.00171208
2993	0.000808001	0.00170779
2994	0.000808001	0.001719
2995	0.000806093	0.00171089
2996	0.000814915	0.00191903
2997	0.000806808	0.00171614
2998	0.000802994	0.001724
2999	0.000810862	0.001724
3000	0.000805855	0.00170803
3001	0.000809908	0.00172091
3002	0.000809908	0.00171614
3003	0.000952959	0.00176716
3004	0.000827074	0.00177908
3005	0.000808954	0.00193715
3006	0.000806093	0.00176787
3007	0.000813007	0.00177503
3008	0.00080204	0.00194001
3009	0.000998974	0.00178099
3010	0.000822067	0.00177002
3011	0.000818968	0.00194192
3012	0.000809908	0.00177097
3013	0.000815868	0.00176811
3014	0.00081706	0.00196791
3015	0.000989914	0.00231409
3016	0.000803947	0.00176001
3017	0.000808001	0.0017612
3018	0.000802994	0.00177693
3019	0.00079608	0.00176382
3020	0.000806808	0.00194311
3021	0.000804901	0.00179005
3022	0.000797987	0.00177598
3023	0.000797987	0.00176501
3024	0.000803947	0.00177002
3025	0.000795126	0.00176096
3026	0.000810146	0.00176406
3027	0.000985146	0.00177598
3028	0.000823021	0.00177503
3029	0.000809908	0.00176191
3030	0.000828981	0.0017879
3031	0.000819921	0.00178003
3032	0.000813007	0.00178099
3033	0.000993967	0.0017941
3034	0.000823975	0.00179505
3035	0.000820875	0.00177908
3036	0.000824213	0.00178885
3037	0.000820875	0.00177813
3038	0.000828981	0.00179005
3039	0.00100398	0.0017941
3040	0.000825882	0.0018189
3041	0.000814915	0.00178981
3042	0.000828028	0.00179195
3043	0.000823021	0.00178003
3044	0.00082612	0.00178695
3045	0.00101304	0.00179696
3046	0.000830889	0.00178909
3047	0.000840902	0.00180602
3048	0.000829935	0.00239897
3049	0.000821114	0.00178385
3050	0.000819921	0.00180101
3051	0.00100183	0.00186706
3052	0.000819921	0.00177693
3053	0.000802994	0.00173903
3054	0.000781059	0.00182605
3055	0.000789165	0.00173593
3056	0.000794172	0.00174594
3057	0.000983	0.00181794
3058	0.000790119	0.00174499
3059	0.000784159	0.00176382
3060	0.00079608	0.00181389
3061	0.000790834	0.00174212
3062	0.000792027	0.00174999
3063	0.000975847	0.00190616
3064	0.00081706	0.00175095
3065	0.000793934	0.00176311
3066	0.000802994	0.00182581
3067	0.00078702	0.00177598
3068	0.000793934	0.00177097
3069	0.00079608	0.00200701
3070	0.00078702	0.00175381
3071	0.000793934	0.0017519
3072	0.000793934	0.00181293
3073	0.000798941	0.00187492
3074	0.000889063	0.00184989
3075	0.000791788	0.00219822
3076	0.000790119	0.00173879
3077	0.000818014	0.00176692
3078	0.000790834	0.00182915
3079	0.000792027	0.00175214
3080	0.00079298	0.00175309
3081	0.000790834	0.00265694
3082	0.000798941	0.001755
3083	0.000797033	0.00174999
3084	0.000802994	0.00188398
3085	0.000801086	0.00175285
3086	0.000803947	0.0017581
3087	0.000983	0.00187492
3088	0.000800848	0.001755
3089	0.00089097	0.00190401
3090	0.000921011	0.00208092
3091	0.000905037	0.00185895
3092	0.000807047	0.00176406
3093	0.000986099	0.00187778
3094	0.000806093	0.00175691
3095	0.000799179	0.0017519
3096	0.000800133	0.00188613
3097	0.000797987	0.00176001
3098	0.000805855	0.00174904
3099	0.000985861	0.00187707
3100	0.000809193	0.001755
3101	0.000803947	0.001755
3102	0.000808954	0.00188017
3103	0.000804901	0.0017662
3104	0.000818968	0.0017581
3105	0.000995874	0.00188208
3106	0.000809908	0.00176215
3107	0.000799894	0.001755
3108	0.000810862	0.00188518
3109	0.000802994	0.00177598
3110	0.000805855	0.00176907
3111	0.000997066	0.00188494
3112	0.000809908	0.00177407
3113	0.000798941	0.00177407
3114	0.000813007	0.00257206
3115	0.000797987	0.00179195
3116	0.000821829	0.0019629
3117	0.000805855	0.0019381
3118	0.000814199	0.00176978
3119	0.000807047	0.00178194
3120	0.000818014	0.00194812
3121	0.000809193	0.00177503
3122	0.000818968	0.00197411
3123	0.000811815	0.00195909
3124	0.000815153	0.00177288
3125	0.000804901	0.00178599
3126	0.000820875	0.00195599
3127	0.000820875	0.00177813
3128	0.000827074	0.00197887
3129	0.000818014	0.00195003
3130	0.000816107	0.00177908
3131	0.000808954	0.00176692
3132	0.00082016	0.00194502
3133	0.0008111	0.00178981
3134	0.000828981	0.00203705
3135	0.000806808	0.00194812
3136	0.000831127	0.00178409
3137	0.000812054	0.00178099
3138	0.000824928	0.00199103
3139	0.000920057	0.00198412
3140	0.000838995	0.00218701
3141	0.000825882	0.00196004
3142	0.000819921	0.00178814
3143	0.000923872	0.00178695
3144	0.000832081	0.00195193
3145	0.000815868	0.00179696
3146	0.000822067	0.00198889
3147	0.000815868	0.00194907
3148	0.000827789	0.002321
3149	0.000816107	0.00179982
3150	0.000840902	0.00181413
3151	0.000846148	0.00181103
3152	0.00104904	0.00180507
3153	0.000825167	0.00180197
3154	0.000829935	0.00180387
3155	0.000831127	0.00179696
3156	0.000828028	0.00180697
3157	0.000823975	0.00180912
3158	0.00101709	0.00181103
3159	0.00083518	0.00181198
3160	0.000851154	0.00181007
3161	0.000828028	0.00179696
3162	0.000833035	0.00180697
3163	0.00082612	0.00181603
3164	0.00102496	0.00181913
3165	0.000823021	0.00180507
3166	0.00083518	0.00181699
3167	0.000832081	0.00181293
3168	0.000829935	0.00180912
3169	0.000828028	0.00201011
3170	0.000834942	0.00184298
3171	0.000837088	0.00180483
3172	0.000838041	0.00181699
3173	0.000833035	0.00185394
3174	0.000849009	0.00187087
3175	0.000848055	0.0021379
3176	0.000917912	0.00181413
3177	0.000846148	0.00182295
3178	0.000838995	0.00182891
3179	0.000827074	0.00181794
3180	0.000844002	0.00181699
3181	0.000836134	0.00259995
3182	0.000843048	0.00180197
3183	0.000840902	0.00182009
3184	0.000832796	0.00188708
3185	0.000839949	0.00182414
3186	0.000841856	0.0018189
3187	0.000842094	0.00209594
3188	0.000844955	0.00181913
3189	0.000849009	0.00182796
3190	0.000838995	0.00189114
3191	0.000843048	0.00182891
3192	0.000844955	0.00183105
3193	0.00104189	0.0018959
3194	0.000849962	0.00182104
3195	0.000859976	0.00181913
3196	0.000859022	0.00189495
3197	0.000850916	0.00182319
3198	0.000848055	0.00182796
3199	0.00104403	0.001894
3200	0.000858068	0.00183487
3201	0.000856876	0.00183702
3202	0.000849962	0.00189996
3203	0.000844955	0.00183082
3204	0.000864029	0.00201797
3205	0.000853062	0.001899
3206	0.000862122	0.00183797
3207	0.000854015	0.00184584
3208	0.000854015	0.00189996
3209	0.000857115	0.00183201
3210	0.000850916	0.00202703
3211	0.000858068	0.00189996
3212	0.000852108	0.00182986
3213	0.00085187	0.00184798
3214	0.000855923	0.00255704
3215	0.000872135	0.00205898
3216	0.00107217	0.00200796
3217	0.000931025	0.00204396
3218	0.000860929	0.00183797
3219	0.000871897	0.00184202
3220	0.000855923	0.00196195
3221	0.000844002	0.00203991
3222	0.000855923	0.00184608
3223	0.000854015	0.00199294
3224	0.000856876	0.0018611
3225	0.000869989	0.00184488
3226	0.000854015	0.001966
3227	0.000854015	0.002038
3228	0.000855923	0.00185204
3229	0.000852108	0.00196791
3230	0.000859022	0.00184584
3231	0.000867844	0.00184798
3232	0.000868082	0.00197101
3233	0.00104904	0.00185609
3234	0.000859022	0.00185204
3235	0.000845909	0.00197506
3236	0.000839949	0.00185108
3237	0.000858068	0.00185204
3238	0.000849009	0.00216818
3239	0.000851154	0.00187182
3240	0.000848055	0.00184798
3241	0.000848055	0.00197291
3242	0.000847816	0.00186706
3243	0.000860929	0.00186801
3244	0.000849009	0.00217581
3245	0.000859022	0.00186396
3246	0.000850916	0.00186586
3247	0.000850916	0.00267315
3248	0.000854969	0.00186491
3249	0.000855923	0.00187206
3250	0.00105596	0.0020349
3251	0.000853777	0.00186419
3252	0.000858068	0.001863
3253	0.000856161	0.002033
3254	0.000853062	0.00187993
3255	0.000854969	0.00205517
3256	0.000855923	0.00203419
3257	0.000859976	0.00186419
3258	0.000857115	0.00186586
3259	0.000847816	0.00205112
3260	0.000868797	0.0019021
3261	0.000952959	0.00222397
3262	0.000955105	0.0021441
3263	0.000849009	0.00187707
3264	0.000864029	0.00187492
3265	0.000857115	0.00203705
3266	0.000869989	0.00205898
3267	0.000870943	0.00188017
3268	0.000859022	0.00203896
3269	0.000850916	0.00187302
3270	0.000859976	0.00187802
3271	0.000863075	0.00203896
3272	0.000871897	0.002074
3273	0.000859022	0.00187612
3274	0.000861883	0.00204706
3275	0.000854015	0.00187707
3276	0.000864029	0.00188494
3277	0.000864029	0.00203991
3278	0.00106716	0.00188708
3279	0.000863075	0.00188088
3280	0.000867844	0.00205922
3281	0.000863075	0.00239396
3282	0.000886917	0.00188994
3283	0.000879049	0.00207996
3284	0.00088191	0.00189614
3285	0.00089407	0.00188398
3286	0.000884056	0.00189209
3287	0.000886917	0.001894
3288	0.000882864	0.00189209
3289	0.000889063	0.00209594
3290	0.00087595	0.00189996
3291	0.00089097	0.00188494
3292	0.000889063	0.001894
3293	0.00090003	0.00189686
3294	0.000884056	0.00189495
3295	0.00107813	0.00191092
3296	0.000877857	0.00189996
3297	0.00089097	0.001894
3298	0.000890017	0.001894
3299	0.000894785	0.00190616
3300	0.000890017	0.00208497
3301	0.00089097	0.00190496
3302	0.000882864	0.00192094
3303	0.000905037	0.00189209
3304	0.000892162	0.0018959
3305	0.000893116	0.00193
3306	0.000896931	0.00209498
3307	0.00090003	0.00190783
3308	0.000888109	0.00190687
3309	0.000908852	0.00190806
3310	0.000895023	0.00190687
3311	0.000899792	0.00209522
3312	0.000895977	0.00191307
3313	0.000912905	0.00191212
3314	0.000895977	0.00252318
3315	0.000895977	0.00189781
3316	0.000905037	0.00190282
3317	0.000895023	0.00216985
3318	0.000895023	0.00192213
3319	0.000896931	0.00190783
3320	0.000895977	0.00198102
3321	0.000897169	0.00190902
3322	0.000895023	0.00210309
3323	0.000895023	0.00198507
3324	0.00089407	0.00191808
3325	0.000900984	0.00190902
3326	0.000897884	0.00199008
3327	0.000895977	0.00191188
3328	0.000895023	0.00210595
3329	0.000899076	0.00199604
3330	0.000895977	0.00193095
3331	0.000902176	0.00191808
3332	0.000901937	0.00198102
3333	0.000902891	0.00191808
3334	0.00108981	0.00192618
3335	0.000898123	0.00198984
3336	0.000907898	0.00192499
3337	0.000910044	0.00198102
3338	0.000905037	0.00198817
3339	0.000900984	0.00211096
3340	0.000901937	0.00192714
3341	0.000901937	0.0020051
3342	0.000900984	0.00192881
3343	0.000902891	0.00192213
3344	0.000905991	0.00200701
3345	0.00109506	0.00193095
3346	0.00090313	0.00192094
3347	0.000919104	0.00265694
3348	0.000907898	0.0019331
3349	0.000910044	0.00193214
3350	0.000917912	0.00225592
3351	0.000910997	0.00195503
3352	0.000920057	0.00193095
3353	0.000921011	0.00205398
3354	0.000926018	0.0019331
3355	0.000906229	0.00214577
3356	0.000901937	0.00205922
3357	0.000906944	0.00193906
3358	0.00090909	0.00194907
3359	0.000914097	0.00205207
3360	0.00090909	0.00194907
3361	0.00111008	0.00194097
3362	0.000920057	0.00230813
3363	0.000976086	0.00202203
3364	0.000945091	0.00213003
3365	0.000915051	0.00240207
3366	0.00110602	0.00195098
3367	0.000912905	0.00194907
3368	0.000910997	0.00206518
3369	0.000911951	0.00195217
3370	0.000912905	0.00194907
3371	0.000912189	0.00226378
3372	0.000912905	0.00194311
3373	0.000908136	0.00194502
3374	0.000914097	0.00208497
3375	0.000916004	0.00195813
3376	0.000916004	0.00194716
3377	0.00110602	0.00208402
3378	0.000912905	0.00195312
3379	0.000919104	0.00195193
3380	0.000920057	0.00277209
3381	0.000921011	0.00195599
3382	0.000922203	0.00216699
3383	0.00092411	0.00212288
3384	0.000927925	0.00195694
3385	0.000921011	0.00195384
3386	0.000921965	0.00213289
3387	0.00092411	0.00216389
3388	0.000919819	0.00195813
3389	0.000925064	0.00213504
3390	0.000925064	0.001966
3391	0.00092411	0.00195599
3392	0.000929117	0.00213194
3393	0.00113702	0.0019629
3394	0.000930786	0.00196481
3395	0.000927925	0.00213218
3396	0.000928879	0.00208998
3397	0.00104499	0.00213599
3398	0.00114107	0.00222993
3399	0.000967026	0.0020349
3400	0.000966072	0.00204301
3401	0.000962019	0.00220585
3402	0.000963926	0.00203919
3403	0.00097394	0.00225091
3404	0.000962973	0.00221109
3405	0.000967026	0.002038
3406	0.000966072	0.00204492
3407	0.000967979	0.002213
3408	0.000967979	0.00226188
3409	0.00096488	0.00204301
3410	0.000967979	0.00222492
3411	0.000969887	0.00204301
3412	0.00096488	0.00204015
3413	0.000968933	0.00240803
3414	0.000967979	0.00260496
3415	0.000962019	0.00203109
3416	0.000972986	0.00205898
3417	0.000989914	0.00206017
3418	0.000972986	0.00224805
3419	0.000971794	0.00207615
3420	0.000966072	0.00206208
3421	0.000970125	0.00205708
3422	0.000977039	0.00206208
3423	0.000981092	0.00225186
3424	0.000984907	0.00207019
3425	0.000976086	0.00205803
3426	0.000977039	0.00207496
3427	0.000971794	0.0020659
3428	0.000976801	0.00206184
3429	0.00116086	0.00209403
3430	0.000976086	0.002069
3431	0.000991106	0.0020678
3432	0.000982046	0.00207496
3433	0.000982046	0.00206208
3434	0.0011642	0.00206494
3435	0.000998974	0.002074
3436	0.00100207	0.00206804
3437	0.000975847	0.0020721
3438	0.000982046	0.00225115
3439	0.0011971	0.00218391
3440	0.00102496	0.00214314
3441	0.000987053	0.00207996
3442	0.000983953	0.00207996
3443	0.000975847	0.00207496
3444	0.000986099	0.00226212
3445	0.000983	0.00209618
3446	0.000983	0.00207901
3447	0.000987053	0.00268102
3448	0.000978947	0.00205612
3449	0.00116396	0.00208306
3450	0.000980854	0.00216198
3451	0.000987053	0.00209594
3452	0.000984907	0.00207806
3453	0.000982046	0.00214601
3454	0.00098896	0.00228095
3455	0.0009799	0.00207901
3456	0.00100517	0.00214791
3457	0.000980854	0.0020752
3458	0.000993013	0.0020771
3459	0.000997066	0.00233698
3460	0.000991821	0.00208211
3461	0.000983	0.002105
3462	0.000986099	0.00215983
3463	0.000982046	0.00208092
3464	0.000985861	0.00227618
3465	0.000985146	0.00215602
3466	0.000988007	0.00209618
3467	0.000987053	0.002105
3468	0.00100517	0.00216699
3469	0.000985861	0.00227213
3470	0.00098896	0.00209904
3471	0.000987053	0.00215793
3472	0.00100684	0.00208902
3473	0.000987053	0.00208902
3474	0.000993967	0.00234389
3475	0.000988007	0.00209188
3476	0.000993013	0.00220799
3477	0.000994921	0.00218701
3478	0.000994205	0.00209689
3479	0.000991821	0.00228596
3480	0.00099802	0.00279808
3481	0.000985861	0.00210309
3482	0.000997066	0.00212502
3483	0.00100899	0.0022409
3484	0.00101304	0.00228596
3485	0.000994921	0.00209594
3486	0.000996113	0.00222397
3487	0.000996113	0.00211906
3488	0.000993013	0.00209713
3489	0.000997066	0.00241399
3490	0.000993967	0.00209308
3491	0.000997066	0.00212789
3492	0.000999928	0.00225115
3493	0.000998974	0.00210285
3494	0.00100088	0.00228405
3495	0.000998974	0.00222921
3496	0.000999928	0.00210214
3497	0.000998974	0.00210404
3498	0.001019	0.0022378
3499	0.00098896	0.00222421
3500	0.000963926	0.00203204
3501	0.000962973	0.00215507
3502	0.000971079	0.00203896
3503	0.000965118	0.00204396
3504	0.000962973	0.00234485
3505	0.000961065	0.00204086
3506	0.000967979	0.00203705
3507	0.000961065	0.00216103
3508	0.000966072	0.00205088
3509	0.000967026	0.00203896
3510	0.00115514	0.00220203
3511	0.000978947	0.00217009
3512	0.00106096	0.00223684
3513	0.00105309	0.00285983
3514	0.000972986	0.00225687
3515	0.000975132	0.00204086
3516	0.00097394	0.00221109
3517	0.000974894	0.00205016
3518	0.000972986	0.00205207
3519	0.000976086	0.00240707
3520	0.000970125	0.00204396
3521	0.000977039	0.00204706
3522	0.000966072	0.00222111
3523	0.00095892	0.00206614
3524	0.000972033	0.00206017
3525	0.00115609	0.00222206
3526	0.000978947	0.00206017
3527	0.000968218	0.00205779
3528	0.000972033	0.00221896
3529	0.000963926	0.00206089
3530	0.00116801	0.00207186
3531	0.000968933	0.00222516
3532	0.000971079	0.00205898
3533	0.000967026	0.00207114
3534	0.000969172	0.00222683
3535	0.00117087	0.00205898
3536	0.000971079	0.00205803
3537	0.000969887	0.00223112
3538	0.000964165	0.00206184
3539	0.00097084	0.00206709
3540	0.000976801	0.00243211
3541	0.000968933	0.00205898
3542	0.000972033	0.00206423
3543	0.000967979	0.00223494
3544	0.00097394	0.00206208
3545	0.000972033	0.00226998
3546	0.000970125	0.0022459
3547	0.00097394	0.00257802
3548	0.000972986	0.00205398
3549	0.000977039	0.00207615
3550	0.00100613	0.002424
3551	0.00106001	0.00206804
3552	0.000976801	0.00208402
3553	0.0009799	0.00207615
3554	0.000978947	0.00207996
3555	0.000981092	0.0022819
3556	0.000976801	0.00209498
3557	0.000981092	0.00207305
3558	0.0009799	0.00207806
3559	0.000986099	0.00207996
3560	0.000978947	0.00227094
3561	0.000983	0.00207686
3562	0.000983	0.00209403
3563	0.000986099	0.00207686
3564	0.000980854	0.00207806
3565	0.000984907	0.002285
3566	0.000981808	0.00208497
3567	0.000983	0.00207686
3568	0.000984907	0.00208998
3569	0.000985861	0.00208282
3570	0.000986814	0.00231504
3571	0.000987053	0.00209594
3572	0.000993967	0.00209498
3573	0.000988007	0.00208879
3574	0.000988007	0.00211406
3575	0.000993967	0.00230098
3576	0.00100398	0.00208497
3577	0.000988007	0.00211716
3578	0.00100303	0.00210214
3579	0.000993967	0.00208616
3580	0.000991106	0.00296283
3581	0.000988007	0.00206995
3582	0.00098896	0.00210905
3583	0.00102186	0.00217414
3584	0.000988007	0.00209904
3585	0.000989914	0.00227904
3586	0.000994205	0.00218391
3587	0.00100493	0.00213289
3588	0.00102496	0.00243902
3589	0.001122	0.00225997
3590	0.00099206	0.00229907
3591	0.000989914	0.00209689
3592	0.000990868	0.00216508
3593	0.00100112	0.00213289
3594	0.000997066	0.00210404
3595	0.00099206	0.00235605
3596	0.000992775	0.00212002
3597	0.00099206	0.00209904
3598	0.000993967	0.0022161
3599	0.000995874	0.002105
3600	0.000999928	0.00229597
3601	0.00100589	0.00217104
3602	0.000993013	0.0021112
3603	0.00100493	0.00213695
3604	0.00100303	0.00217795
3605	0.000997066	0.00229406
3606	0.000994921	0.00211787
3607	0.000999928	0.00218296
3608	0.000996828	0.00210404
3609	0.00103688	0.0021131
3610	0.00100899	0.00236893
3611	0.000998974	0.00211287
3612	0.000999928	0.00211096
3613	0.00100279	0.00285816
3614	0.0010438	0.00208521
3615	0.00100207	0.00231791
3616	0.00100303	0.00223899
