Exponent	Iterative	Recursive
4729	0.00158286	0.00316811
4730	0.00157905	0.00327086
4731	0.00158095	0.00334001
4732	0.00158	0.00327396
4733	0.00159693	0.00314999
4734	0.00158	0.00329995
4735	0.00176501	0.00315404
4736	0.00159788	0.0040369
4737	0.00158501	0.00316
4738	0.00176787	0.00331593
4739	0.00152302	0.00304699
4740	0.00153208	0.00321698
4741	0.00152397	0.00324798
4742	0.00152898	0.0032289
4743	0.00151801	0.0030539
4744	0.00153995	0.00322604
4745	0.0017221	0.00304389
4746	0.00152707	0.00323391
4747	0.00153399	0.00304604
4748	0.00152993	0.00340796
4749	0.00152493	0.00307798
4750	0.00152302	0.00325012
4751	0.00152302	0.00324297
4752	0.00153422	0.00322795
4753	0.00153112	0.0030539
4754	0.00153899	0.0032351
4755	0.001719	0.00306392
4756	0.00153589	0.0032382
4757	0.00153494	0.00306606
4758	0.00153399	0.00419807
4759	0.00152898	0.003057
4760	0.00153804	0.00329685
4761	0.00153995	0.00325513
4762	0.00153399	0.00332093
4763	0.00156093	0.00343513
4764	0.00153804	0.00350618
4765	0.00153613	0.00307488
4766	0.00153899	0.00329113
4767	0.0015471	0.00307703
4768	0.00173593	0.00330091
4769	0.00156713	0.00309682
4770	0.00153804	0.00328708
4771	0.00155711	0.0032959
4772	0.00177503	0.00371599
4773	0.00154805	0.00307393
4774	0.00154901	0.00350094
4775	0.00155091	0.00308013
4776	0.00154805	0.00329208
4777	0.00154305	0.00308514
4778	0.00173998	0.0033052
4779	0.00154519	0.00308394
4780	0.00155401	0.00414491
4781	0.00174713	0.00309682
4782	0.00154805	0.00335717
4783	0.00154805	0.00307894
4784	0.00154686	0.00355506
4785	0.00154805	0.003093
4786	0.00155902	0.00335503
4787	0.00154805	0.00327706
4788	0.00154495	0.00338197
4789	0.00154591	0.00308609
4790	0.0015521	0.00336313
4791	0.00175619	0.00310087
4792	0.00155592	0.00335693
4793	0.00160122	0.00310588
4794	0.00159502	0.00356889
4795	0.0016129	0.00310206
4796	0.00160003	0.00340891
4797	0.00160384	0.00330901
4798	0.00159907	0.00340009
4799	0.00161219	0.00310993
4800	0.00160885	0.00361013
4801	0.0016048	0.00312114
4802	0.00160599	0.00337887
4803	0.00161505	0.00367904
4804	0.00178099	0.003093
4805	0.00159192	0.00309706
4806	0.00161099	0.00344992
4807	0.00177288	0.00349593
4808	0.00157881	0.00310302
4809	0.00158501	0.00310707
4810	0.00160384	0.00328779
4811	0.00158405	0.00311899
4812	0.00161886	0.00312114
4813	0.00158715	0.00310397
4814	0.00178003	0.00310087
4815	0.00158715	0.00311279
4816	0.00159097	0.00310802
4817	0.00158405	0.00329494
4818	0.00160885	0.00312185
4819	0.00162005	0.00311303
4820	0.00158715	0.00330591
4821	0.00166106	0.00344706
4822	0.00167298	0.00312495
4823	0.00158405	0.00330615
4824	0.0015862	0.00310993
4825	0.00159001	0.00372505
4826	0.00158286	0.00308108
4827	0.00178003	0.00318289
4828	0.00156593	0.00312114
4829	0.00156093	0.00319695
4830	0.00156593	0.00332499
4831	0.00156307	0.00317788
4832	0.00156808	0.00312996
4833	0.00156903	0.00338006
4834	0.00157404	0.00313687
4835	0.00158906	0.00320911
4836	0.00156403	0.00312996
4837	0.0017662	0.00319791
4838	0.00156999	0.00312996
4839	0.00156879	0.00331593
4840	0.00156593	0.00332499
4841	0.00156593	0.00318599
4842	0.00156999	0.003124
4843	0.00158787	0.00337911
4844	0.00157189	0.00312114
4845	0.00157499	0.00320888
4846	0.00157285	0.00314212
4847	0.00177884	0.003896
4848	0.00160289	0.003057
4849	0.00160289	0.0032599
4850	0.00160193	0.00333118
4851	0.00159597	0.00324821
4852	0.00159311	0.00316095
4853	0.00159717	0.00345802
4854	0.00160384	0.00313616
4855	0.00159788	0.00325108
4856	0.00158811	0.00334406
4857	0.00159311	0.00326514
4858	0.00160003	0.00313902
4859	0.00159311	0.0032599
4860	0.00178695	0.00314403
4861	0.00161004	0.00326109
4862	0.00159383	0.00313997
4863	0.00159502	0.00347114
4864	0.00159502	0.00314307
4865	0.00159597	0.00329304
4866	0.00159502	0.00334787
4867	0.00161386	0.00327015
4868	0.00159979	0.00315499
4869	0.00160003	0.00420213
4870	0.00159717	0.00313878
4871	0.00159907	0.00332808
4872	0.00159693	0.00314689
4873	0.00179696	0.00335217
4874	0.00162315	0.00315595
4875	0.00159383	0.0033319
4876	0.00159407	0.00334883
4877	0.00160909	0.00332808
4878	0.00160122	0.00316501
4879	0.00161004	0.00352001
4880	0.00160193	0.0031662
4881	0.00159597	0.003335
4882	0.00159812	0.00339699
4883	0.00166702	0.003793
4884	0.0016911	0.00317502
4885	0.00159502	0.003335
4886	0.0017941	0.00316381
4887	0.00160503	0.00334907
4888	0.00160503	0.00316906
4889	0.00179315	0.00333285
4890	0.00159907	0.00317001
4891	0.00159907	0.00407982
4892	0.00160313	0.00331402
4893	0.00161195	0.00340199
4894	0.00161099	0.00317287
4895	0.00160503	0.00357699
4896	0.00160503	0.00316691
4897	0.00160289	0.0033989
4898	0.00161004	0.00337887
4899	0.00161004	0.00339794
4900	0.00160694	0.00318289
4901	0.00161099	0.00339413
4902	0.00180006	0.00317502
4903	0.00162697	0.00340104
4904	0.00162077	0.00317907
4905	0.00180197	0.00339603
4906	0.0016129	0.00317407
4907	0.00160909	0.00341296
4908	0.00160909	0.00339508
4909	0.00161099	0.003407
4910	0.00161505	0.00319004
4911	0.00161409	0.00361109
4912	0.00161505	0.00317812
4913	0.00161314	0.00425601
4914	0.00162292	0.00337911
4915	0.00161481	0.00346398
4916	0.0016191	0.00318599
4917	0.00162482	0.00365591
4918	0.00161505	0.00320101
4919	0.00161719	0.00346494
4920	0.00161695	0.00320005
4921	0.00181103	0.00346804
4922	0.00162101	0.00320101
4923	0.00162888	0.00348091
4924	0.00181699	0.00318694
4925	0.00162005	0.00347304
4926	0.00162697	0.0031991
4927	0.00163102	0.00366712
4928	0.00165701	0.00339699
4929	0.00178814	0.00392008
4930	0.00173211	0.00339293
4931	0.00163198	0.00346303
4932	0.00162601	0.00318694
4933	0.00163603	0.00367403
4934	0.00162792	0.00320196
4935	0.00163293	0.00346708
4936	0.00162983	0.00399303
4937	0.00164819	0.00315094
4938	0.00164199	0.00320387
4939	0.00165105	0.00340199
4940	0.00166488	0.00321198
4941	0.001652	0.00320315
4942	0.00164294	0.00321794
4943	0.00184393	0.00323319
4944	0.00166798	0.00323796
4945	0.00164986	0.00322008
4946	0.0016439	0.00341392
4947	0.00167418	0.00321007
4948	0.00165296	0.003232
4949	0.00165415	0.00340295
4950	0.00164485	0.00323701
4951	0.00164294	0.00323915
4952	0.001647	0.00343895
4953	0.00164294	0.00324106
4954	0.00164819	0.0032258
4955	0.00164604	0.00322485
4956	0.00183892	0.00322819
4957	0.00165319	0.00321698
4958	0.0016489	0.00384402
4959	0.00183606	0.00317907
4960	0.001652	0.0032928
4961	0.00164604	0.00322104
4962	0.00167298	0.00348401
4963	0.001647	0.0032351
4964	0.00164485	0.00329399
4965	0.00164294	0.0034492
4966	0.00164723	0.00329995
4967	0.00166011	0.00348306
4968	0.00184798	0.00381088
4969	0.00165296	0.00323606
4970	0.0016489	0.00330496
4971	0.00164986	0.00342321
4972	0.00164318	0.00330281
4973	0.00165987	0.00325394
4974	0.00178504	0.00360012
4975	0.00184703	0.00323319
4976	0.001652	0.00331306
4977	0.00165892	0.00323892
4978	0.00184107	0.003304
4979	0.00166798	0.00323391
4980	0.00166488	0.0039978
4981	0.00182891	0.00322509
4982	0.00163794	0.00338912
4983	0.00164104	0.00324202
4984	0.00164008	0.00356102
4985	0.00164509	0.00323606
4986	0.00164104	0.00337911
4987	0.00166202	0.00379086
4988	0.00188708	0.00383282
4989	0.00187206	0.00356388
4990	0.00171208	0.0036869
4991	0.00171304	0.00339103
4992	0.00187111	0.00377297
4993	0.00171614	0.00354004
4994	0.00172019	0.00348687
4995	0.00170994	0.00335312
4996	0.00171781	0.00368524
4997	0.00172806	0.00340009
4998	0.00171185	0.00351906
4999	0.00171089	0.00356102
5000	0.00171804	0.00349212
5001	0.00171185	0.00337601
5002	0.00170994	0.00444722
5003	0.0017159	0.00338578
5004	0.0017221	0.003546
5005	0.00171804	0.00356293
5006	0.00171995	0.0035758
5007	0.00172114	0.00340986
5008	0.00190187	0.00405407
5009	0.00181198	0.00341296
5010	0.00172186	0.00354815
5011	0.00173306	0.00357199
5012	0.00178385	0.00358915
5013	0.00174594	0.0033741
5014	0.00172281	0.003824
5015	0.00174499	0.00339103
5016	0.00174093	0.00356317
5017	0.00172591	0.00356603
5018	0.00180697	0.00357199
5019	0.00172901	0.003407
5020	0.0017271	0.00377393
5021	0.00180793	0.00340199
5022	0.00172591	0.00357699
5023	0.00172997	0.00357699
5024	0.00173712	0.00451994
5025	0.00172901	0.00334978
5026	0.00173998	0.00380707
5027	0.00176311	0.00345993
5028	0.00174308	0.00362086
5029	0.00173092	0.00357413
5030	0.00173306	0.00371814
5031	0.00173187	0.003407
5032	0.00173306	0.00380301
5033	0.00173593	0.0035069
5034	0.00173306	0.003654
5035	0.00173903	0.00358701
5036	0.0017519	0.00372005
5037	0.00174093	0.00340486
5038	0.00175714	0.003824
5039	0.00174093	0.00349808
5040	0.00174594	0.00363803
5041	0.00174689	0.00360298
5042	0.00174117	0.00369501
5043	0.00176597	0.0034039
5044	0.00171185	0.00378799
5045	0.00167704	0.003443
5046	0.001724	0.00443006
5047	0.00188303	0.00331092
5048	0.00169301	0.00356984
5049	0.00172901	0.00330806
5050	0.00187516	0.00356984
5051	0.00168014	0.00328994
5052	0.00171089	0.00359511
5053	0.001688	0.00349188
5054	0.0016911	0.00357795
5055	0.00168395	0.00337005
5056	0.00169611	0.00375485
5057	0.00168204	0.003299
5058	0.00169301	0.00362897
5059	0.0016861	0.00353909
5060	0.00168896	0.00357199
5061	0.001688	0.0033381
5062	0.00170398	0.00378704
5063	0.00169587	0.00332403
5064	0.0016911	0.00357389
5065	0.00173402	0.00351
5066	0.00169015	0.00360394
5067	0.00168896	0.00332904
5068	0.00170588	0.00380206
5069	0.00169516	0.00395489
5070	0.00169396	0.00326395
5071	0.00170302	0.00358605
5072	0.00169897	0.00331593
5073	0.00170112	0.00330997
5074	0.00170207	0.003546
5075	0.00170493	0.00332189
5076	0.00169802	0.00338197
5077	0.0018189	0.00379705
5078	0.00170898	0.003335
5079	0.00170994	0.00332093
5080	0.00169992	0.00350809
5081	0.00174713	0.00336194
5082	0.00172305	0.00336409
5083	0.00170088	0.00332808
5084	0.00190592	0.00337195
5085	0.00169396	0.00332308
5086	0.00169921	0.00332499
5087	0.00188899	0.00339103
5088	0.00170207	0.00333095
5089	0.00169802	0.00332403
5090	0.00170302	0.00359201
5091	0.00170207	0.00406814
5092	0.00170398	0.003299
5093	0.001899	0.00341678
5094	0.00172782	0.00334597
5095	0.00169182	0.0033958
5096	0.00171614	0.00352407
5097	0.00173211	0.00341392
5098	0.00169587	0.00333095
5099	0.00170207	0.00363612
5100	0.00169802	0.00344205
5101	0.00171113	0.00345302
5102	0.00170684	0.00352883
5103	0.00169802	0.00345397
5104	0.00171018	0.00336599
5105	0.00170302	0.00359893
5106	0.00171185	0.00339508
5107	0.00171399	0.00341201
5108	0.00171494	0.00357509
5109	0.00170302	0.00340414
5110	0.00175214	0.00370598
5111	0.0018189	0.00371504
5112	0.00170398	0.0043931
5113	0.001755	0.00341606
5114	0.00171185	0.00373721
5115	0.00172377	0.00339484
5116	0.00175118	0.00341296
5117	0.00171113	0.00386
5118	0.00171089	0.00338912
5119	0.001724	0.00361109
5120	0.00174809	0.00396585
5121	0.00183702	0.00355005
5122	0.00172496	0.00378895
5123	0.001719	0.00359797
5124	0.00172091	0.00362301
5125	0.00172186	0.00345707
5126	0.00173211	0.00372815
5127	0.0017221	0.00340295
5128	0.00172806	0.00345993
5129	0.00172687	0.00388312
5130	0.00172687	0.00341105
5131	0.00172997	0.00450397
5132	0.00174212	0.00359583
5133	0.00172901	0.00353718
5134	0.00173807	0.00347805
5135	0.00173688	0.00362182
5136	0.00173521	0.00370193
5137	0.00173807	0.00345993
5138	0.00175714	0.00377393
5139	0.00176096	0.00342512
5140	0.00175405	0.00348997
5141	0.0018549	0.00408816
5142	0.00173998	0.00343704
5143	0.00174403	0.00375795
5144	0.00198102	0.00341797
5145	0.00174499	0.00364518
5146	0.00174689	0.00342393
5147	0.00197601	0.00343513
5148	0.00174308	0.00370502
5149	0.00174713	0.00342107
5150	0.00194502	0.00444722
5151	0.00174713	0.00342393
5152	0.00174594	0.00354409
5153	0.00197887	0.00345492
5154	0.00177288	0.00343609
5155	0.00174499	0.00370002
5156	0.00195789	0.00346804
5157	0.00174499	0.00362206
5158	0.001894	0.00375605
5159	0.00194287	0.00356698
5160	0.00174689	0.00375819
5161	0.00174904	0.00364113
5162	0.0017302	0.00374889
5163	0.00194001	0.00343394
5164	0.00173688	0.00374508
5165	0.00174308	0.00348878
5166	0.00173593	0.00344992
5167	0.00174713	0.00389791
5168	0.00173402	0.00348616
5169	0.00174499	0.00444102
5170	0.00175309	0.00360608
5171	0.0017519	0.00362206
5172	0.00174117	0.00344181
5173	0.00174499	0.00363421
5174	0.00173879	0.00377703
5175	0.00174785	0.00343895
5176	0.0017581	0.00380993
5177	0.00173998	0.00348186
5178	0.0017519	0.00352001
5179	0.00174904	0.00395608
5180	0.00175214	0.00347209
5181	0.00174689	0.00366712
5182	0.00174594	0.00363708
5183	0.00174689	0.00356507
5184	0.00174689	0.003443
5185	0.00174308	0.00366306
5186	0.00174379	0.00372601
5187	0.00175714	0.00344491
5188	0.00174999	0.00470185
5189	0.0017581	0.00345588
5190	0.00175405	0.00357103
5191	0.00175595	0.00363898
5192	0.00174904	0.00346088
5193	0.00175595	0.00372505
5194	0.00174904	0.00366092
5195	0.00174499	0.00362396
5196	0.00176096	0.00346398
5197	0.00179887	0.00395012
5198	0.00197005	0.00380206
5199	0.00176001	0.00346398
5200	0.00194287	0.00369692
5201	0.00175095	0.00345707
5202	0.00175285	0.00360107
5203	0.00196099	0.00348592
5204	0.00175714	0.00347185
5205	0.00176692	0.00375414
5206	0.00196099	0.00348186
5207	0.00201106	0.00494194
5208	0.001858	0.00365806
5209	0.00176978	0.00359082
5210	0.00176001	0.00360107
5211	0.00203395	0.004035
5212	0.001966	0.00413013
5213	0.00191283	0.00359511
5214	0.00185609	0.00396585
5215	0.00183296	0.00359607
5216	0.00183702	0.00366998
5217	0.00203586	0.00393915
5218	0.00183082	0.00359797
5219	0.00184107	0.00383711
5220	0.00200319	0.00359702
5221	0.00183892	0.00374603
5222	0.00183797	0.00381398
5223	0.00185204	0.00361514
5224	0.00183678	0.00388312
5225	0.00184512	0.00379205
5226	0.00185704	0.00461602
5227	0.00184393	0.00363708
5228	0.00184393	0.00394821
5229	0.00184512	0.00361204
5230	0.00185704	0.00362706
5231	0.00184202	0.00408506
5232	0.00185299	0.00361395
5233	0.00184393	0.00381708
5234	0.0020299	0.00362802
5235	0.00184011	0.003685
5236	0.00184703	0.00413394
5237	0.00184703	0.00363898
5238	0.00184298	0.00384688
5239	0.00186396	0.003793
5240	0.00184703	0.00376606
5241	0.00185084	0.00361395
5242	0.00184321	0.00381899
5243	0.00185084	0.00392008
5244	0.00185704	0.00357604
5245	0.00179291	0.00464201
5246	0.00178099	0.00350881
5247	0.001791	0.00362492
5248	0.00209308	0.00348997
5249	0.00177789	0.0035131
5250	0.00180197	0.00377297
5251	0.00197291	0.0035131
5252	0.00178695	0.0036931
5253	0.00178599	0.00349998
5254	0.00197387	0.00357413
5255	0.00179291	0.00383592
5256	0.00179005	0.00350404
5257	0.00199389	0.00371909
5258	0.00178599	0.00352621
5259	0.0017879	0.00381303
5260	0.00179791	0.00378895
5261	0.00201321	0.00394988
5262	0.00178909	0.00398302
5263	0.00179005	0.00350094
5264	0.00180483	0.00448585
5265	0.00178885	0.00372982
5266	0.00179315	0.00363994
5267	0.00182009	0.00355291
5268	0.00180507	0.00370002
5269	0.00179386	0.00378895
5270	0.001791	0.00352597
5271	0.00179482	0.00388384
5272	0.00179696	0.00350618
5273	0.00180006	0.00359607
5274	0.00198293	0.00384903
5275	0.00181198	0.00352192
5276	0.00179696	0.00375104
5277	0.00199103	0.00351906
5278	0.00180697	0.0036912
5279	0.00180483	0.00355697
5280	0.00199103	0.00354695
5281	0.00181913	0.003829
5282	0.00180197	0.00371909
5283	0.00180387	0.00449204
5284	0.00180888	0.00352812
5285	0.00180817	0.00387096
5286	0.00180101	0.00353193
5287	0.00180602	0.00353599
5288	0.00192785	0.00399899
5289	0.00180101	0.00354314
5290	0.00180101	0.00369191
5291	0.00180984	0.00374484
5292	0.00181913	0.00361896
5293	0.00184989	0.00386214
5294	0.00180387	0.00374913
5295	0.00180101	0.00376201
5296	0.00180888	0.00354695
5297	0.00200915	0.00391793
5298	0.00196886	0.00399804
5299	0.00207591	0.00393009
5300	0.00189209	0.003968
5301	0.00208092	0.00410819
5302	0.0020442	0.00481796
5303	0.00191021	0.00369096
5304	0.00191998	0.00379801
5305	0.00206804	0.00368285
5306	0.00188708	0.00368595
5307	0.00188208	0.00395083
5308	0.00206995	0.0036962
5309	0.00188279	0.00384212
5310	0.00190401	0.00387001
5311	0.00189781	0.00377083
5312	0.00188899	0.00401115
5313	0.00188708	0.00387096
5314	0.00188303	0.00391698
5315	0.00188398	0.00368714
5316	0.00189996	0.00398088
5317	0.00189304	0.0036931
5318	0.00188684	0.00369787
5319	0.00209498	0.00396109
5320	0.00188899	0.00370598
5321	0.00188589	0.00482607
5322	0.00190306	0.00369215
5323	0.00191283	0.00381804
5324	0.0018971	0.00387597
5325	0.00189495	0.00370002
5326	0.00192904	0.00398397
5327	0.00191402	0.00390387
5328	0.00190902	0.00388002
5329	0.00194192	0.0036931
5330	0.00211191	0.00377893
5331	0.00191116	0.00405288
5332	0.00190997	0.00384116
5333	0.001827	0.00397992
5334	0.00190091	0.00372195
5335	0.0019021	0.00401497
5336	0.00193095	0.00370908
5337	0.00190806	0.0037539
5338	0.00192308	0.00418115
5339	0.00191498	0.00370693
5340	0.00190902	0.00536799
5341	0.00191617	0.00370502
5342	0.00191116	0.00384688
5343	0.00193691	0.003896
5344	0.00191307	0.00374103
5345	0.00191689	0.00399709
5346	0.00194097	0.003896
5347	0.00191712	0.00391388
5348	0.00191903	0.00372505
5349	0.00211501	0.00379086
5350	0.00191402	0.00405598
5351	0.00191808	0.00393009
5352	0.00191689	0.00395107
5353	0.00192499	0.0037179
5354	0.00192118	0.00398898
5355	0.00191689	0.00371599
5356	0.00192499	0.00372601
5357	0.00194192	0.00419807
5358	0.00192881	0.00371909
5359	0.00192189	0.00471902
5360	0.00211215	0.00371599
5361	0.00190496	0.00389099
5362	0.00190306	0.00391603
5363	0.00193095	0.00372601
5364	0.00190806	0.00401902
5365	0.00190806	0.00395918
5366	0.00192595	0.00392795
5367	0.00193501	0.00372195
5368	0.0021081	0.00423408
5369	0.00197291	0.00413609
5370	0.00202799	0.00391507
5371	0.00192189	0.00399494
5372	0.00193596	0.00372505
5373	0.00193095	0.00412297
5374	0.00203109	0.00364113
5375	0.00186396	0.00362802
5376	0.00185895	0.0040729
5377	0.001863	0.00360417
5378	0.001863	0.00457692
5379	0.00204515	0.00359702
5380	0.00186396	0.00372386
5381	0.00185013	0.00405097
5382	0.002038	0.00389504
5383	0.00186086	0.00388503
5384	0.00185204	0.00379896
5385	0.00185394	0.00378704
5386	0.001863	0.00359797
5387	0.00186896	0.00388503
5388	0.00185394	0.00394702
5389	0.0018611	0.00360012
5390	0.00186205	0.004035
5391	0.00185919	0.003618
5392	0.00185418	0.00373292
5393	0.00205803	0.00361681
5394	0.0018611	0.00362206
5395	0.0018611	0.004071
5396	0.00187397	0.00362706
5397	0.00185418	0.00458193
5398	0.0018599	0.00385094
5399	0.00186419	0.00374699
5400	0.00186014	0.00362086
5401	0.00186515	0.00383496
5402	0.001858	0.00389409
5403	0.00187397	0.00362301
5404	0.00186419	0.00401688
5405	0.00187206	0.00362396
5406	0.00186706	0.00371504
5407	0.00206399	0.00396085
5408	0.001894	0.00362706
5409	0.00186205	0.00406194
5410	0.00186992	0.00361514
5411	0.001863	0.00375319
5412	0.00186419	0.00381899
5413	0.00186992	0.00364804
5414	0.00186586	0.00391316
5415	0.00187302	0.0038209
5416	0.00187302	0.00461888
5417	0.00186992	0.00362802
5418	0.00208402	0.00379086
5419	0.00187111	0.00362802
5420	0.00187016	0.00363708
5421	0.00206614	0.003901
5422	0.00187302	0.0036509
5423	0.00187111	0.00400591
5424	0.00188589	0.00363779
5425	0.00187206	0.00372505
5426	0.0018909	0.00416613
5427	0.00187802	0.00364399
5428	0.00186992	0.00386214
5429	0.00187302	0.00384212
5430	0.00187302	0.00377512
5431	0.00188112	0.00364399
5432	0.00187778	0.0038662
5433	0.00187397	0.00392795
5434	0.00187802	0.00384212
5435	0.00221086	0.00497007
5436	0.00194812	0.00377703
5437	0.00195599	0.00405002
5438	0.00196886	0.00379682
5439	0.00195098	0.00380898
5440	0.00194812	0.00425196
5441	0.00197411	0.0037868
5442	0.00195098	0.00396991
5443	0.00212908	0.00379395
5444	0.00196004	0.00386786
5445	0.00195718	0.00430799
5446	0.00195789	0.00381398
5447	0.00195503	0.00401807
5448	0.00197291	0.00397897
5449	0.00195909	0.00394297
5450	0.00195599	0.00378299
5451	0.00217009	0.0037868
5452	0.00196481	0.00408983
5453	0.00196695	0.00394797
5454	0.00214601	0.004843
5455	0.00198197	0.003824
5456	0.00219607	0.00422692
5457	0.00190806	0.003685
5458	0.00189018	0.00366282
5459	0.00207996	0.00396705
5460	0.00189209	0.00367999
5461	0.00190091	0.00403118
5462	0.00189281	0.00367403
5463	0.00189304	0.00376105
5464	0.00209904	0.00437307
5465	0.00198698	0.00366497
5466	0.00190592	0.00389695
5467	0.00209117	0.00371289
5468	0.00190401	0.00379205
5469	0.00189304	0.0036869
5470	0.00208902	0.00367904
5471	0.00189996	0.00394702
5472	0.00190902	0.00393605
5473	0.00202084	0.00514317
5474	0.00190806	0.00370193
5475	0.00190496	0.00399399
5476	0.00190306	0.00367808
5477	0.00191092	0.00370002
5478	0.0021019	0.00395799
5479	0.00190806	0.00369191
5480	0.00190401	0.00406408
5481	0.00190687	0.0036881
5482	0.00192308	0.00377893
5483	0.00190711	0.00422192
5484	0.00190806	0.00369191
5485	0.00191593	0.00392103
5486	0.00190711	0.00388694
5487	0.00191593	0.00381613
5488	0.00190783	0.00370598
5489	0.00209403	0.00370502
5490	0.00191689	0.00397015
5491	0.00191188	0.0036931
5492	0.00211692	0.00464201
5493	0.00191307	0.00372791
5494	0.00191116	0.0040338
5495	0.00191212	0.00371003
5496	0.00192285	0.00371408
5497	0.00192404	0.0041678
5498	0.00191998	0.00370216
5499	0.00191689	0.00389004
5500	0.00211596	0.00406194
5501	0.00201106	0.00392008
5502	0.00200486	0.00437093
5503	0.00198889	0.00387812
5504	0.00199199	0.00406313
5505	0.00198793	0.00403595
5506	0.00201011	0.00396204
5507	0.00199699	0.00385499
5508	0.00217199	0.00385594
5509	0.00201607	0.00412202
5510	0.00199389	0.00408697
5511	0.00199008	0.00523996
5512	0.00218892	0.00401711
5513	0.00219178	0.00397682
5514	0.00201011	0.00384593
5515	0.00199008	0.00405908
5516	0.00199294	0.00413799
5517	0.00200295	0.00384498
5518	0.00201702	0.00421405
5519	0.00199008	0.003865
5520	0.00200295	0.00394297
5521	0.0021801	0.00418591
5522	0.00200891	0.00387216
5523	0.00199199	0.004282
5524	0.00200605	0.0038569
5525	0.00200295	0.00399113
5526	0.00200391	0.00405121
5527	0.00200105	0.00388002
5528	0.00202298	0.00415206
5529	0.00217795	0.00385308
5530	0.00201082	0.0048368
5531	0.00201297	0.00406098
5532	0.00205898	0.00400782
5533	0.00200295	0.00388122
5534	0.0022049	0.00392103
5535	0.00202799	0.00414395
5536	0.00204301	0.00406909
5537	0.00201488	0.00404286
5538	0.00203109	0.00387692
5539	0.00202489	0.00413108
5540	0.00202012	0.00422502
5541	0.00201201	0.00391388
5542	0.00219798	0.00410914
5543	0.00201988	0.00388312
5544	0.00202489	0.00423217
5545	0.00227189	0.00403404
5546	0.00203109	0.00388598
5547	0.00221992	0.00415993
5548	0.00202298	0.00389504
5549	0.00202513	0.00504589
5550	0.00201583	0.00388908
5551	0.00212693	0.00426102
5552	0.00201702	0.00395703
5553	0.00193095	0.00374198
5554	0.00194001	0.00402284
5555	0.00213599	0.00374293
5556	0.00195599	0.00392509
5557	0.00193405	0.00394082
5558	0.00194716	0.00411892
5559	0.00202394	0.004354
5560	0.00201797	0.00408602
5561	0.00202203	0.00410414
5562	0.00201583	0.00389099
5563	0.00220704	0.00417304
5564	0.00209188	0.00375295
5565	0.00196314	0.00394487
5566	0.00193405	0.00404096
5567	0.00193715	0.00374985
5568	0.00194597	0.00492597
5569	0.00198698	0.00377202
5570	0.001966	0.00408196
5571	0.00197291	0.00376916
5572	0.00195312	0.00378609
5573	0.00194907	0.00423193
5574	0.00195909	0.00377297
5575	0.00195503	0.003932
5576	0.00197792	0.00394797
5577	0.00194502	0.00383997
5578	0.00195813	0.00408578
5579	0.00214696	0.00375986
5580	0.00195813	0.00399089
5581	0.00195193	0.00396514
5582	0.00196385	0.00391316
5583	0.002141	0.00397682
5584	0.00212097	0.00409508
5585	0.00202894	0.00419593
5586	0.00204706	0.00390911
5587	0.00223017	0.00490594
5588	0.00203395	0.00393796
5589	0.00203991	0.00424218
5590	0.0020349	0.0039289
5591	0.00206804	0.00393009
5592	0.00219083	0.00428891
5593	0.00205994	0.00392413
5594	0.00204086	0.00427699
5595	0.00203395	0.00391006
5596	0.00204086	0.00400615
5597	0.00222588	0.00425696
5598	0.00205803	0.00393009
5599	0.00205994	0.00432706
5600	0.00205207	0.00399399
5601	0.0023489	0.00415397
5602	0.00205302	0.004107
5603	0.00204301	0.00392699
5604	0.00206399	0.00422311
5605	0.00222802	0.00391579
5606	0.00205898	0.00492597
5607	0.00205708	0.0041151
5608	0.00204778	0.00405598
5609	0.00203919	0.00393391
5610	0.0022459	0.0039289
5611	0.00203919	0.00420499
5612	0.00204778	0.00412917
5613	0.00206089	0.00410199
5614	0.00207591	0.00393701
5615	0.00223207	0.00401306
5616	0.00206399	0.00428605
5617	0.00205278	0.00411606
5618	0.00209498	0.00415301
5619	0.00205708	0.00393391
5620	0.00206399	0.0042851
5621	0.00206208	0.00393796
5622	0.00208378	0.00394797
5623	0.00226402	0.00422788
5624	0.0020659	0.00394821
5625	0.00208187	0.00509214
5626	0.00209498	0.00395107
5627	0.00205898	0.00406599
5628	0.0022471	0.00396109
5629	0.00205779	0.00395107
5630	0.0020771	0.00442791
5631	0.00206113	0.00395584
5632	0.00208116	0.00412893
5633	0.00224805	0.00394487
5634	0.00208712	0.00409698
5635	0.00233984	0.00481892
5636	0.00221896	0.00394416
5637	0.00226784	0.00458121
5638	0.0022819	0.0038271
5639	0.00200009	0.00393081
5640	0.00199103	0.00401402
5641	0.00199103	0.00383091
5642	0.00200701	0.00409913
5643	0.00198889	0.00400901
5644	0.00199413	0.00479007
5645	0.00198793	0.00382614
5646	0.00220394	0.00394106
5647	0.00199199	0.00382495
5648	0.00199389	0.00403309
5649	0.00199008	0.00408602
5650	0.00200701	0.00382781
5651	0.00200105	0.00418401
5652	0.00201201	0.003824
5653	0.00201011	0.003896
5654	0.00220013	0.00416803
5655	0.00199509	0.0038209
5656	0.00200295	0.00425911
5657	0.002002	0.0038178
5658	0.00200605	0.00396895
5659	0.00200605	0.00400996
5660	0.00200415	0.00382996
5661	0.00199914	0.00411797
5662	0.00219893	0.00385094
5663	0.00199604	0.00477099
5664	0.00201321	0.00406504
5665	0.00201392	0.00395203
